proc_cd,modifier,description,rate,rate_unit,region_type,region_value
72126,TC,CT CERVICAL SPINE W/CONTRAST MATERIAL,343.58,1,state,GA
72127,,CT CERVICAL SPINE W/O &W/CONTRAST MATERIAL,600.28,1,state,GA
72127,26,CT CERVICAL SPINE W/O &W/CONTRAST MATERIAL,175.74,1,state,GA
72127,TC,CT CERVICAL SPINE W/O &W/CONTRAST MATERIAL,424.54,1,state,GA
72128,,CT THORACIC SPINE W/O CONTRAST MATERIAL,393.93,1,state,GA
72128,26,CT THORACIC SPINE W/O CONTRAST MATERIAL,138.22,1,state,GA
72128,TC,CT THORACIC SPINE W/O CONTRAST MATERIAL,255.71,1,state,GA
72129,,CT THORACIC SPINE W/CONTRAST MATERIAL,516.36,1,state,GA
72129,26,CT THORACIC SPINE W/CONTRAST MATERIAL,169.82,1,state,GA
72129,TC,CT THORACIC SPINE W/CONTRAST MATERIAL,346.54,1,state,GA
72130,,CT THORACIC SPINE W/O & W/CONTRAST MATERIAL,604.23,1,state,GA
72130,26,CT THORACIC SPINE W/O & W/CONTRAST MATERIAL,176.73,1,state,GA
72130,TC,CT THORACIC SPINE W/O & W/CONTRAST MATERIAL,427.5,1,state,GA
72131,,CT LUMBAR SPINE W/O CONTRAST MATERIAL,391.96,1,state,GA
72131,26,CT LUMBAR SPINE W/O CONTRAST MATERIAL,138.22,1,state,GA
72131,TC,CT LUMBAR SPINE W/O CONTRAST MATERIAL,253.74,1,state,GA
72132,,CT LUMBAR SPINE W/CONTRAST MATERIAL,513.4,1,state,GA
72132,26,CT LUMBAR SPINE W/CONTRAST MATERIAL,168.83,1,state,GA
72132,TC,CT LUMBAR SPINE W/CONTRAST MATERIAL,344.57,1,state,GA
72133,,CT LUMBAR SPINE W/O & W/CONTRAST MATERIAL,601.27,1,state,GA
72133,26,CT LUMBAR SPINE W/O & W/CONTRAST MATERIAL,175.74,1,state,GA
72133,TC,CT LUMBAR SPINE W/O & W/CONTRAST MATERIAL,425.53,1,state,GA
72141,,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,580.53,1,state,GA
72141,26,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,205.36,1,state,GA
72141,TC,MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,375.17,1,state,GA
72142,,MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,839.21,1,state,GA
72142,26,MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,248.8,1,state,GA
72142,TC,MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,590.41,1,state,GA
72146,,MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,579.55,1,state,GA
72146,26,MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,205.36,1,state,GA
72146,TC,MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,374.19,1,state,GA
72147,,MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,831.31,1,state,GA
72147,26,MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,246.83,1,state,GA
72147,TC,MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,584.48,1,state,GA
72148,,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,582.51,1,state,GA
72148,26,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,206.35,1,state,GA
72148,TC,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,376.16,1,state,GA
72149,,MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,824.4,1,state,GA
72149,26,MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,247.81,1,state,GA
72149,TC,MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,576.59,1,state,GA
72156,,MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,974.47,1,state,GA
72156,26,MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,317.91,1,state,GA
72156,TC,MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,656.56,1,state,GA
72157,,MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,976.44,1,state,GA
72157,26,MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,317.91,1,state,GA
72157,TC,MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,658.53,1,state,GA
72158,,MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,972.49,1,state,GA
72158,26,MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,317.91,1,state,GA
72158,TC,MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,654.58,1,state,GA
72159,,MRA SPINAL CANAL W/WO CONTRAST MATERIAL,1052.46,1,state,GA
72159,26,MRA SPINAL CANAL W/WO CONTRAST MATERIAL,249.79,1,state,GA
72159,TC,MRA SPINAL CANAL W/WO CONTRAST MATERIAL,802.67,1,state,GA
72170,,RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,82.93,1,state,GA
72170,26,RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,24.68,1,state,GA
72170,TC,RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS,58.25,1,state,GA
72190,,RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,125.39,1,state,GA
72190,26,RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,35.54,1,state,GA
72190,TC,RADIOLOGIC EXAM PELVIS COMPL MINIMUM 3 VIEWS,89.85,1,state,GA
72191,,CT ANGIOGRAPHY PELVIS W/CONTRAST/NONCONTRAST,925.1,1,state,GA
72191,26,CT ANGIOGRAPHY PELVIS W/CONTRAST/NONCONTRAST,247.81,1,state,GA
72191,TC,CT ANGIOGRAPHY PELVIS W/CONTRAST/NONCONTRAST,677.29,1,state,GA
72192,,CT PELVIS W/O CONTRAST MATERIAL,403.81,1,state,GA
72192,26,CT PELVIS W/O CONTRAST MATERIAL,151.06,1,state,GA
72192,TC,CT PELVIS W/O CONTRAST MATERIAL,252.75,1,state,GA
72193,,CT PELVIS W/CONTRAST MATERIAL,696.05,1,state,GA
72193,26,CT PELVIS W/CONTRAST MATERIAL,160.93,1,state,GA
72193,TC,CT PELVIS W/CONTRAST MATERIAL,535.12,1,state,GA
72194,,CT PELVIS W/O & W/CONTRAST MATERIAL,768.12,1,state,GA
72194,26,CT PELVIS W/O & W/CONTRAST MATERIAL,167.84,1,state,GA
72194,TC,CT PELVIS W/O & W/CONTRAST MATERIAL,600.28,1,state,GA
72195,,MRI PELVIS W/O CONTRAST MATERIAL,698.02,1,state,GA
72195,26,MRI PELVIS W/O CONTRAST MATERIAL,203.38,1,state,GA
72195,TC,MRI PELVIS W/O CONTRAST MATERIAL,494.64,1,state,GA
72196,,MRI PELVIS W/CONTRAST MATERIAL,817.48,1,state,GA
72196,26,MRI PELVIS W/CONTRAST MATERIAL,238.93,1,state,GA
72196,TC,MRI PELVIS W/CONTRAST MATERIAL,578.55,1,state,GA
72197,,MRI PELVIS W/O & W/CONTRAST MATERIAL,1025.8,1,state,GA
72197,26,MRI PELVIS W/O & W/CONTRAST MATERIAL,304.09,1,state,GA
72197,TC,MRI PELVIS W/O & W/CONTRAST MATERIAL,721.71,1,state,GA
72198,,MRA PELVIS W/WO CONTRAST MATERIAL,1029.75,1,state,GA
72198,26,MRA PELVIS W/WO CONTRAST MATERIAL,246.83,1,state,GA
72198,TC,MRA PELVIS W/WO CONTRAST MATERIAL,782.92,1,state,GA
72200,,RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,98.73,1,state,GA
72200,26,RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,23.7,1,state,GA
72200,TC,RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,75.03,1,state,GA
72202,,RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,116.5,1,state,GA
72202,26,RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,31.59,1,state,GA
72202,TC,RADIOLOGIC EXAM SACROILIAC JOINTS 3/MORE VIEWS,84.91,1,state,GA
72220,,RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,96.76,1,state,GA
72220,26,RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,24.68,1,state,GA
72220,TC,RADEX SACRUM & COCCYX MINIMUM 2 VIEWS,72.08,1,state,GA
72240,,MYELOGRAPHY CERVICAL RS&I,331.73,1,state,GA
72240,26,MYELOGRAPHY CERVICAL RS&I,127.36,1,state,GA
72240,TC,MYELOGRAPHY CERVICAL RS&I,204.37,1,state,GA
72255,,MYELOGRAPHY THORACIC RS&I,318.9,1,state,GA
72255,26,MYELOGRAPHY THORACIC RS&I,126.37,1,state,GA
72255,TC,MYELOGRAPHY THORACIC RS&I,192.53,1,state,GA
72265,,MYELOGRAPY LUMBOSACRAL RS&I,322.85,1,state,GA
72265,26,MYELOGRAPY LUMBOSACRAL RS&I,116.5,1,state,GA
72265,TC,MYELOGRAPY LUMBOSACRAL RS&I,206.35,1,state,GA
72270,,MYELOGRAPY 2/MORE REGIONS RS&I,452.18,1,state,GA
72270,26,MYELOGRAPY 2/MORE REGIONS RS&I,190.55,1,state,GA
72270,TC,MYELOGRAPY 2/MORE REGIONS RS&I,261.63,1,state,GA
72285,,DISKOGRAPY CERVICAL/THORACIC RS&I,390.97,1,state,GA
72285,26,DISKOGRAPY CERVICAL/THORACIC RS&I,162.9,1,state,GA
72285,TC,DISKOGRAPY CERVICAL/THORACIC RS&I,228.07,1,state,GA
72295,,DISKOGRAPY LUMBAR RS&I,329.76,1,state,GA
72295,26,DISKOGRAPY LUMBAR RS&I,115.51,1,state,GA
72295,TC,DISKOGRAPY LUMBAR RS&I,214.25,1,state,GA
73000,,RADEX CLAVICLE COMPLETE,96.76,1,state,GA
73000,26,RADEX CLAVICLE COMPLETE,23.7,1,state,GA
73000,TC,RADEX CLAVICLE COMPLETE,73.06,1,state,GA
73010,,RADEX SCAPULA COMPLETE,71.09,1,state,GA
73010,26,RADEX SCAPULA COMPLETE,25.67,1,state,GA
73010,TC,RADEX SCAPULA COMPLETE,45.42,1,state,GA
73020,,RADEX SHOULDER 1 VIEW,64.17,1,state,GA
73020,26,RADEX SHOULDER 1 VIEW,21.72,1,state,GA
73020,TC,RADEX SHOULDER 1 VIEW,42.45,1,state,GA
73030,,RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,103.67,1,state,GA
73030,26,RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,26.66,1,state,GA
73030,TC,RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS,77.01,1,state,GA
73040,,RADEX SHOULDER ARTHROGRAPHY RS&I,389.98,1,state,GA
73040,26,RADEX SHOULDER ARTHROGRAPHY RS&I,78.0,1,state,GA
73040,TC,RADEX SHOULDER ARTHROGRAPHY RS&I,311.98,1,state,GA
73050,,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,85.9,1,state,GA
73050,26,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,26.66,1,state,GA
73050,TC,RADEX A-C JOINTS BI W/WO WEIGHTED DISTRCJ,59.24,1,state,GA
73060,,RADEX HUMERUS MINIMUM 2 VIEWS,94.78,1,state,GA
73060,26,RADEX HUMERUS MINIMUM 2 VIEWS,22.71,1,state,GA
73060,TC,RADEX HUMERUS MINIMUM 2 VIEWS,72.07,1,state,GA
73070,,RADEX ELBOW 2 VIEWS,86.88,1,state,GA
73070,26,RADEX ELBOW 2 VIEWS,23.7,1,state,GA
73070,TC,RADEX ELBOW 2 VIEWS,63.18,1,state,GA
73080,,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,97.74,1,state,GA
73080,26,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,24.68,1,state,GA
73080,TC,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,73.06,1,state,GA
73085,,RADEX ELBOW ARTHROGRAPHY RS&I,296.19,1,state,GA
73085,26,RADEX ELBOW ARTHROGRAPHY RS&I,75.03,1,state,GA
73085,TC,RADEX ELBOW ARTHROGRAPHY RS&I,221.16,1,state,GA
73090,,RADEX FOREARM 2 VIEWS,86.88,1,state,GA
73090,26,RADEX FOREARM 2 VIEWS,22.71,1,state,GA
73090,TC,RADEX FOREARM 2 VIEWS,64.17,1,state,GA
73092,,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,93.79,1,state,GA
73092,26,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,22.71,1,state,GA
73092,TC,RADEX UPPER EXTREMITY INFANT MINIMUM 2 VIEWS,71.08,1,state,GA
73100,,RADEX WRIST 2 VIEWS,100.7,1,state,GA
73100,26,RADEX WRIST 2 VIEWS,23.7,1,state,GA
73100,TC,RADEX WRIST 2 VIEWS,77.0,1,state,GA
73110,,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,122.43,1,state,GA
73110,26,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,24.68,1,state,GA
73110,TC,RADEX WRIST COMPLETE MINIMUM 3 VIEWS,97.75,1,state,GA
73115,,RADEX WRIST ARTHROGRAPHY RS&I,399.86,1,state,GA
73115,26,RADEX WRIST ARTHROGRAPHY RS&I,78.98,1,state,GA
73115,TC,RADEX WRIST ARTHROGRAPHY RS&I,320.88,1,state,GA
73120,,RADEX HAND 2 VIEWS,93.79,1,state,GA
73120,26,RADEX HAND 2 VIEWS,23.7,1,state,GA
73120,TC,RADEX HAND 2 VIEWS,70.09,1,state,GA
73130,,RADEX HAND MINIMUM 3 VIEWS,110.58,1,state,GA
73130,26,RADEX HAND MINIMUM 3 VIEWS,24.68,1,state,GA
73130,TC,RADEX HAND MINIMUM 3 VIEWS,85.9,1,state,GA
73140,,RADEX FINGR MINIMUM 2 VIEWS,113.54,1,state,GA
73140,26,RADEX FINGR MINIMUM 2 VIEWS,19.75,1,state,GA
73140,TC,RADEX FINGR MINIMUM 2 VIEWS,93.79,1,state,GA
73200,,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,489.7,1,state,GA
73200,26,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,138.22,1,state,GA
73200,TC,CT UPPER EXTREMITY W/O CONTRAST MATERIAL,351.48,1,state,GA
73201,,CT UPPER EXTREMITY W/CONTRAST MATERIAL,610.15,1,state,GA
73201,26,CT UPPER EXTREMITY W/CONTRAST MATERIAL,160.93,1,state,GA
73201,TC,CT UPPER EXTREMITY W/CONTRAST MATERIAL,449.22,1,state,GA
73202,,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,756.27,1,state,GA
73202,26,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,167.84,1,state,GA
73202,TC,CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,588.43,1,state,GA
73206,,CT ANGIOGRAPHY UPPER EXTREMITY,902.39,1,state,GA
73206,26,CT ANGIOGRAPHY UPPER EXTREMITY,247.81,1,state,GA
73206,TC,CT ANGIOGRAPHY UPPER EXTREMITY,654.58,1,state,GA
73218,,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,925.1,1,state,GA
73218,26,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,188.57,1,state,GA
73218,TC,MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,736.53,1,state,GA
73219,,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,1010.01,1,state,GA
73219,26,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,225.1,1,state,GA
73219,TC,MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,784.91,1,state,GA
73220,,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,1248.93,1,state,GA
73220,26,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,298.16,1,state,GA
73220,TC,MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,950.77,1,state,GA
73221,,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,618.05,1,state,GA
73221,26,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,188.57,1,state,GA
73221,TC,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,429.48,1,state,GA
73222,,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,954.72,1,state,GA
73222,26,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,226.09,1,state,GA
73222,TC,MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,728.63,1,state,GA
73223,,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,1179.82,1,state,GA
73223,26,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,299.15,1,state,GA
73223,TC,MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,880.67,1,state,GA
73225,,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,1042.59,1,state,GA
73225,26,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,239.91,1,state,GA
73225,TC,MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,802.68,1,state,GA
73501,,RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,97.74,1,state,GA
73501,26,RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,26.66,1,state,GA
73501,TC,RADEX HIP UNILATERAL WITH PELVIS 1 VIEW,71.08,1,state,GA
73502,,RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,141.18,1,state,GA
73502,26,RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,31.59,1,state,GA
73502,TC,RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS,109.59,1,state,GA
73503,,RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,177.71,1,state,GA
73503,26,RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,38.5,1,state,GA
73503,TC,RADEX HIP UNILATERAL WITH PELVIS MINIMUM 4 VIEWS,139.21,1,state,GA
73521,,RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS,122.43,1,state,GA
73521,26,RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS,31.59,1,state,GA
73521,TC,RADEX HIPS BILATERAL WITH PELVIS 2 VIEWS,90.84,1,state,GA
73522,,RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS,159.94,1,state,GA
73522,26,RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS,41.47,1,state,GA
73522,TC,RADEX HIPS BILATERAL WITH PELVIS 3-4 VIEWS,118.47,1,state,GA
73523,,RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,183.64,1,state,GA
73523,26,RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,44.43,1,state,GA
73523,TC,RADEX HIPS BILATERAL WITH PELVIS MINIMUM 5 VIEWS,139.21,1,state,GA
73525,,RADEX HIP ARTHROGRAPHY RS&I,382.09,1,state,GA
73525,26,RADEX HIP ARTHROGRAPHY RS&I,82.93,1,state,GA
73525,TC,RADEX HIP ARTHROGRAPHY RS&I,299.16,1,state,GA
73551,,RADIOLOGIC EXAMINATION FEMUR 1 VIEW,86.88,1,state,GA
73551,26,RADIOLOGIC EXAMINATION FEMUR 1 VIEW,23.7,1,state,GA
73551,TC,RADIOLOGIC EXAMINATION FEMUR 1 VIEW,63.18,1,state,GA
73552,,RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,105.64,1,state,GA
73552,26,RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,25.67,1,state,GA
73552,TC,RADIOLOGIC EXAMINATION FEMUR MINIMUM 2 VIEWS,79.97,1,state,GA
73560,,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,101.69,1,state,GA
73560,26,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,23.7,1,state,GA
73560,TC,RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS,77.99,1,state,GA
73562,,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,121.44,1,state,GA
73562,26,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,26.66,1,state,GA
73562,TC,RADIOLOGIC EXAMINATION KNEE 3 VIEWS,94.78,1,state,GA
73564,,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,140.2,1,state,GA
73564,26,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,32.58,1,state,GA
73564,TC,RADIOLOGIC EXAM KNEE COMPLETE 4/MORE VIEWS,107.62,1,state,GA
73565,,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,118.48,1,state,GA
73565,26,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,23.7,1,state,GA
73565,TC,RADIOLOGIC EXAM BOTH KNEES STANDING ANTEROPOST,94.78,1,state,GA
73580,,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,327.78,1,state,GA
73580,26,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,89.84,1,state,GA
73580,TC,RADIOLOGIC EXAM KNEE ARTHROGRAPHY RS&I,237.94,1,state,GA
73590,,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,93.79,1,state,GA
73590,26,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,22.71,1,state,GA
73590,TC,RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS,71.08,1,state,GA
73592,,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,93.79,1,state,GA
73592,26,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,22.71,1,state,GA
73592,TC,RADEX LOWER EXTREMITY INFANT MINIMUM 2 VIEWS,71.08,1,state,GA
73600,,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,95.77,1,state,GA
73600,26,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,22.71,1,state,GA
73600,TC,RADIOLOGIC EXAMINATION ANKLE 2 VIEWS,73.06,1,state,GA
73610,,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,108.6,1,state,GA
73610,26,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,24.68,1,state,GA
73610,TC,RADEX ANKLE COMPLETE MINIMUM 3 VIEWS,83.92,1,state,GA
73615,,RADEX ANKLE ARTHROGRAPHY RS&I,379.12,1,state,GA
73615,26,RADEX ANKLE ARTHROGRAPHY RS&I,79.97,1,state,GA
73615,TC,RADEX ANKLE ARTHROGRAPHY RS&I,299.15,1,state,GA
73620,,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,84.91,1,state,GA
73620,26,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,21.72,1,state,GA
73620,TC,RADIOLOGIC EXAMINATION FOOT 2 VIEWS,63.19,1,state,GA
73630,,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,101.69,1,state,GA
73630,26,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,23.7,1,state,GA
73630,TC,RADEX FOOT COMPLETE MINIMUM 3 VIEWS,77.99,1,state,GA
73650,,RADEX CALCANEUS MINIMUM 2 VIEWS,84.91,1,state,GA
73650,26,RADEX CALCANEUS MINIMUM 2 VIEWS,22.71,1,state,GA
73650,TC,RADEX CALCANEUS MINIMUM 2 VIEWS,62.2,1,state,GA
73660,,RADEX TOE MINIMUM 2 VIEWS,86.88,1,state,GA
73660,26,RADEX TOE MINIMUM 2 VIEWS,18.76,1,state,GA
73660,TC,RADEX TOE MINIMUM 2 VIEWS,68.12,1,state,GA
73700,,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,392.95,1,state,GA
73700,26,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,138.22,1,state,GA
73700,TC,CT LOWER EXTREMITY W/O CONTRAST MATERIAL,254.73,1,state,GA
73701,,CT LOWER EXTREMITY W/CONTRAST MATERIAL,506.48,1,state,GA
73701,26,CT LOWER EXTREMITY W/CONTRAST MATERIAL,160.93,1,state,GA
73701,TC,CT LOWER EXTREMITY W/CONTRAST MATERIAL,345.55,1,state,GA
73702,,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,593.37,1,state,GA
73702,26,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,167.84,1,state,GA
73702,TC,CT LOWER EXTREMITY W/O & W/CONTRAST MATRL,425.53,1,state,GA
73706,,CT ANGIOGRAPHY LOWER EXTREMITY,981.38,1,state,GA
73706,26,CT ANGIOGRAPHY LOWER EXTREMITY,260.65,1,state,GA
73706,TC,CT ANGIOGRAPHY LOWER EXTREMITY,720.73,1,state,GA
73718,,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,680.25,1,state,GA
73718,26,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,186.6,1,state,GA
73718,TC,MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,493.65,1,state,GA
73719,,MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,801.69,1,state,GA
73719,26,MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,224.12,1,state,GA
73719,TC,MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,577.57,1,state,GA
73720,,MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,1026.79,1,state,GA
73720,26,MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,297.18,1,state,GA
73720,TC,MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,729.61,1,state,GA
73721,,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,617.06,1,state,GA
73721,26,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,188.57,1,state,GA
73721,TC,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,428.49,1,state,GA
73722,,MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,955.71,1,state,GA
73722,26,MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,225.1,1,state,GA
73722,TC,MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,730.61,1,state,GA
73723,,MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,1174.89,1,state,GA
73723,26,MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,298.16,1,state,GA
73723,TC,MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,876.73,1,state,GA
73725,,MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL,1022.84,1,state,GA
73725,26,MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL,248.8,1,state,GA
73725,TC,MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL,774.04,1,state,GA
74018,,RADIOLOGIC EXAM ABDOMEN 1 VIEW,89.84,1,state,GA
74018,26,RADIOLOGIC EXAM ABDOMEN 1 VIEW,25.67,1,state,GA
74018,TC,RADIOLOGIC EXAM ABDOMEN 1 VIEW,64.17,1,state,GA
74019,,RADIOLOGIC EXAM ABDOMEN 2 VIEWS,108.6,1,state,GA
74019,26,RADIOLOGIC EXAM ABDOMEN 2 VIEWS,31.59,1,state,GA
74019,TC,RADIOLOGIC EXAM ABDOMEN 2 VIEWS,77.01,1,state,GA
74021,,RADIOLOGIC EXAM ABDOMEN 3+ VIEWS,127.36,1,state,GA
74021,26,RADIOLOGIC EXAM ABDOMEN 3+ VIEWS,37.52,1,state,GA
74021,TC,RADIOLOGIC EXAM ABDOMEN 3+ VIEWS,89.84,1,state,GA
74022,,RADIOLOGIC EXAM COMPLETE ACUTE ABDOMEN SERIES,148.1,1,state,GA
74022,26,RADIOLOGIC EXAM COMPLETE ACUTE ABDOMEN SERIES,44.43,1,state,GA
74022,TC,RADIOLOGIC EXAM COMPLETE ACUTE ABDOMEN SERIES,103.67,1,state,GA
74150,,CT ABDOMEN W/O CONTRAST MATERIAL,414.67,1,state,GA
